ts            src                des             seq      ack      check(win)      direction         
30.682059      41.177.26.193      244.3.160.248      27978      1629      64240      41.177.26.193->244.3.160.248      
30.682084      41.177.26.193      244.3.160.248      29438      1629      64240      41.177.26.193->244.3.160.248      
30.682164      41.177.26.193      244.3.160.248      30898      1629      64240      41.177.26.193->244.3.160.248      
30.682194      41.177.26.193      244.3.160.248      32358      1629      64240      41.177.26.193->244.3.160.248      
30.682220      41.177.26.193      244.3.160.248      33818      1629      64240      41.177.26.193->244.3.160.248      
30.682249      41.177.26.193      244.3.160.248      35278      1629      64240      41.177.26.193->244.3.160.248      
30.682274      41.177.26.193      244.3.160.248      36738      1629      64240      41.177.26.193->244.3.160.248      
30.682294      41.177.26.193      244.3.160.248      38198      1629      64240      41.177.26.193->244.3.160.248      
30.682417      41.177.26.193      244.3.160.248      39658      1629      64240      41.177.26.193->244.3.160.248      
30.682442      41.177.26.193      244.3.160.248      41118      1629      64240      41.177.26.193->244.3.160.248      
30.682463      41.177.26.193      244.3.160.248      42578      1629      64240      41.177.26.193->244.3.160.248      
30.683503      41.177.26.193      244.3.160.248      13131      1638      64240      41.177.26.193->244.3.160.248      
30.683565      41.177.26.193      244.3.160.248      13131      1638      64240      41.177.26.193->244.3.160.248      
30.685896      41.177.26.193      244.3.160.248      44038      1629      64240      41.177.26.193->244.3.160.248      
30.685921      41.177.26.193      244.3.160.248      45498      1629      64240      41.177.26.193->244.3.160.248      
30.685941      41.177.26.193      244.3.160.248      46958      1629      64240      41.177.26.193->244.3.160.248      
30.685975      41.177.26.193      244.3.160.248      48418      1629      64240      41.177.26.193->244.3.160.248      
30.686004      41.177.26.193      244.3.160.248      49878      1629      64240      41.177.26.193->244.3.160.248      
30.686038      41.177.26.193      244.3.160.248      51338      1629      64240      41.177.26.193->244.3.160.248      
30.686071      41.177.26.193      244.3.160.248      52798      1629      64240      41.177.26.193->244.3.160.248      
30.686101      41.177.26.193      244.3.160.248      54258      1629      64240      41.177.26.193->244.3.160.248      
30.686140      41.177.26.193      244.3.160.248      55718      1629      64240      41.177.26.193->244.3.160.248      
30.686160      41.177.26.193      244.3.160.248      57178      1629      64240      41.177.26.193->244.3.160.248      
30.686201      41.177.26.193      244.3.160.248      58638      1629      64240      41.177.26.193->244.3.160.248      
30.686221      41.177.26.193      244.3.160.248      60098      1629      64240      41.177.26.193->244.3.160.248      
30.686280      41.177.26.193      244.3.160.248      61558      1629      64240      41.177.26.193->244.3.160.248      
30.686288      41.177.26.193      244.3.160.248      63018      1629      64240      41.177.26.193->244.3.160.248      
30.686317      41.177.26.193      244.3.160.248      64478      1629      64240      41.177.26.193->244.3.160.248      
30.686338      41.177.26.193      244.3.160.248      65938      1629      64240      41.177.26.193->244.3.160.248      
30.690339      41.177.26.193      244.3.160.248      67398      1629      64240      41.177.26.193->244.3.160.248      
30.690375      41.177.26.193      244.3.160.248      68858      1629      64240      41.177.26.193->244.3.160.248      
30.690402      41.177.26.193      244.3.160.248      70318      1629      64240      41.177.26.193->244.3.160.248      
30.690427      41.177.26.193      244.3.160.248      71778      1629      64240      41.177.26.193->244.3.160.248      
30.690454      41.177.26.193      244.3.160.248      73238      1629      64240      41.177.26.193->244.3.160.248      
30.690475      41.177.26.193      244.3.160.248      74698      1629      64240      41.177.26.193->244.3.160.248      
30.690867      41.177.26.193      244.3.160.248      76158      1629      64240      41.177.26.193->244.3.160.248      
30.690887      41.177.26.193      244.3.160.248      77618      1629      64240      41.177.26.193->244.3.160.248      
30.691232      41.177.26.193      244.3.160.248      79078      1629      64240      41.177.26.193->244.3.160.248      
30.691257      41.177.26.193      244.3.160.248      80538      1629      64240      41.177.26.193->244.3.160.248      
30.691283      41.177.26.193      244.3.160.248      81998      1629      64240      41.177.26.193->244.3.160.248      
30.691303      41.177.26.193      244.3.160.248      83458      1629      64240      41.177.26.193->244.3.160.248      
30.691631      41.177.26.193      244.3.160.248      84918      1629      64240      41.177.26.193->244.3.160.248      
30.691667      41.177.26.193      244.3.160.248      86378      1629      64240      41.177.26.193->244.3.160.248      
30.691688      41.177.26.193      244.3.160.248      87838      1629      64240      41.177.26.193->244.3.160.248      
30.691720      41.177.26.193      244.3.160.248      89298      1629      64240      41.177.26.193->244.3.160.248      
30.691751      41.177.26.193      244.3.160.248      90758      1629      64240      41.177.26.193->244.3.160.248      
30.691780      41.177.26.193      244.3.160.248      92218      1629      64240      41.177.26.193->244.3.160.248      
30.691817      41.177.26.193      244.3.160.248      93678      1629      64240      41.177.26.193->244.3.160.248      
30.691838      41.177.26.193      244.3.160.248      95138      1629      64240      41.177.26.193->244.3.160.248      
30.691868      41.177.26.193      244.3.160.248      96598      1629      64240      41.177.26.193->244.3.160.248      
30.691902      41.177.26.193      244.3.160.248      98058      1629      64240      41.177.26.193->244.3.160.248      
30.692491      41.177.26.193      244.3.160.248      99518      1629      64240      41.177.26.193->244.3.160.248      
30.692519      41.177.26.193      244.3.160.248      100978      1629      64240      41.177.26.193->244.3.160.248      
30.694880      41.177.26.193      244.3.160.248      102438      1629      64240      41.177.26.193->244.3.160.248      
30.694914      41.177.26.193      244.3.160.248      103898      1629      64240      41.177.26.193->244.3.160.248      
30.694952      41.177.26.193      244.3.160.248      105358      1629      64240      41.177.26.193->244.3.160.248      
30.694977      41.177.26.193      244.3.160.248      106818      1629      64240      41.177.26.193->244.3.160.248      
30.695003      41.177.26.193      244.3.160.248      108278      1629      64240      41.177.26.193->244.3.160.248      
30.695023      41.177.26.193      244.3.160.248      109738      1629      64240      41.177.26.193->244.3.160.248      
30.695645      41.177.26.193      244.3.160.248      111198      1629      64240      41.177.26.193->244.3.160.248      
30.695671      41.177.26.193      244.3.160.248      112658      1629      64240      41.177.26.193->244.3.160.248      
30.695691      41.177.26.193      244.3.160.248      114118      1629      64240      41.177.26.193->244.3.160.248      
30.695725      41.177.26.193      244.3.160.248      115578      1629      64240      41.177.26.193->244.3.160.248      
30.695772      41.177.26.193      244.3.160.248      117038      1629      64240      41.177.26.193->244.3.160.248      
30.695781      41.177.26.193      244.3.160.248      118498      1629      64240      41.177.26.193->244.3.160.248      
30.696455      41.177.26.193      244.3.160.248      119958      1629      64240      41.177.26.193->244.3.160.248      
30.696484      41.177.26.193      244.3.160.248      121418      1629      64240      41.177.26.193->244.3.160.248      
30.696518      41.177.26.193      244.3.160.248      122878      1629      64240      41.177.26.193->244.3.160.248      
30.696546      41.177.26.193      244.3.160.248      124338      1629      64240      41.177.26.193->244.3.160.248      
30.696572      41.177.26.193      244.3.160.248      125798      1629      64240      41.177.26.193->244.3.160.248      
30.696594      41.177.26.193      244.3.160.248      127258      1629      64240      41.177.26.193->244.3.160.248      
30.697134      41.177.26.193      244.3.160.248      128718      1629      64240      41.177.26.193->244.3.160.248      
30.697165      41.177.26.193      244.3.160.248      130178      1629      64240      41.177.26.193->244.3.160.248      
30.697198      41.177.26.193      244.3.160.248      131638      1629      64240      41.177.26.193->244.3.160.248      
30.697228      41.177.26.193      244.3.160.248      133098      1629      64240      41.177.26.193->244.3.160.248      
30.697260      41.177.26.193      244.3.160.248      134558      1629      64240      41.177.26.193->244.3.160.248      
30.697287      41.177.26.193      244.3.160.248      136018      1629      64240      41.177.26.193->244.3.160.248      
30.697323      41.177.26.193      244.3.160.248      137478      1629      64240      41.177.26.193->244.3.160.248      
30.697344      41.177.26.193      244.3.160.248      138938      1629      64240      41.177.26.193->244.3.160.248      
30.697349      41.177.26.193      244.3.160.248      140398      1629      64240      41.177.26.193->244.3.160.248      
30.713817      41.177.26.193      244.3.160.248      140478      1630      64240      41.177.26.193->244.3.160.248      
